671,ZUK,105,Z1,联想ZUK Z1（Z1221/全网通）,/cell_phone/index402557.shtml,5,1
937,朵唯,3,倾城L3C,朵唯倾城L3C（移动4G）,/cell_phone/index400111.shtml,7,1
817,原点,1,Yuandian II,原点Yuandian II（移动4G）,/cell_phone/index400408.shtml,5,1
817,原点,1,Yuandian II,原点Yuandian II（联通4G）,/cell_phone/index399432.shtml,5,2
846,奇酷,170,青春版,奇酷青春版（双4G）,/cell_phone/index1099387.shtml,4,1
846,奇酷,170,青春版,奇酷青春版（8681-M02/2GB RAM/全网通）,/cell_phone/index1099381.shtml,8,2
846,奇酷,170,青春版,奇酷青春版（8681-A01/3GB RAM/全网通）,/cell_phone/index1099391.shtml,8,3
846,奇酷,170,青春版,奇酷青春版（移动4G）,/cell_phone/index1145887.shtml,4,4
847,奇酷,1,F4,,,4,0
848,奇酷,51,旗舰版,奇酷旗舰版（32GB/全网通）,/cell_phone/index1099380.shtml,4,1
848,奇酷,51,旗舰版,奇酷旗舰版（16GB/双4G）,/cell_phone/index1099386.shtml,6,2
440,谷歌,6,Nexus 7,,,2,0
46,纽曼,34,纽扣,纽曼纽扣（CM810/双4G）,/cell_phone/index398443.shtml,6,1
438,诺亚信,1,M15,,,2,0
439,诺亚信,1,M8,,,2,0
401,飞利浦,1,V526,飞利浦V526（双4G）,/cell_phone/index1099075.shtml,5,1
888,康佳,3,D557,,,2,0
889,康佳,1,L823,,,2,0
890,康佳,2,R1,康佳R1（移动4G）,/cell_phone/index1117289.shtml,5,1
891,康佳,1,R2,康佳R2（移动4G）,/cell_phone/index1137307.shtml,5,1
892,康佳,2,V981,康佳V981（凡高/16GB）,/cell_phone/index354324.shtml,5,1
893,康佳,1,V987,,,2,0
398,青葱,9,metal 标准版,青葱metal（标准版/双4G）,/cell_phone/index1116713.shtml,5,1
674,努比亚,15,My 布拉格,nubia My 布拉格（经典版/双4G）,/cell_phone/index404546.shtml,7,1
674,努比亚,15,My 布拉格,nubia My 布拉格（精英版/全网通）,/cell_phone/index405001.shtml,5,2
674,努比亚,15,My 布拉格,nubia My 布拉格（玫瑰版/全网通）,/cell_phone/index1104128.shtml,5,3
675,努比亚,1,X6,nubia X6（TD-LTE版/2GB RAM）,/cell_phone/index372113.shtml,9,1
675,努比亚,1,X6,nubia X6（TD-LTE版/3GB RAM）,/cell_phone/index375350.shtml,9,2
676,努比亚,1,Z5,nubia Z5S Mini,/cell_phone/index366053.shtml,5,1
676,努比亚,1,Z5,nubia Z5 Mini（NX402）,/cell_phone/index356039.shtml,6,2
676,努比亚,1,Z5,nubia Z5S（全网通）,/cell_phone/index366047.shtml,5,3
676,努比亚,1,Z5,nubia Z5S Mini LTE,/cell_phone/index366072.shtml,6,4
676,努比亚,1,Z5,nubia Z5（NX501/32GB）,/cell_phone/index340338.shtml,7,5
676,努比亚,1,Z5,nubia Z5（NX501/16GB）,/cell_phone/index354619.shtml,7,6
676,努比亚,1,Z5,nubia Z5Sn,/cell_phone/index369668.shtml,4,7
677,努比亚,6,Z5 Mini,nubia Z5S Mini,/cell_phone/index366053.shtml,5,1
677,努比亚,6,Z5 Mini,nubia Z5 Mini（NX402）,/cell_phone/index356039.shtml,6,2
677,努比亚,6,Z5 Mini,nubia Z5S Mini LTE,/cell_phone/index366072.shtml,6,3
678,努比亚,15,Z5S,nubia Z5S Mini,/cell_phone/index366053.shtml,5,1
678,努比亚,15,Z5S,nubia Z5S（全网通）,/cell_phone/index366047.shtml,5,2
678,努比亚,15,Z5S,nubia Z5S Mini LTE,/cell_phone/index366072.shtml,6,3
679,努比亚,32,Z5S Mini,nubia Z5S Mini,/cell_phone/index366053.shtml,5,1
679,努比亚,32,Z5S Mini,nubia Z5S Mini LTE,/cell_phone/index366072.shtml,6,2
680,努比亚,1,Z7,nubia Z7 Max（NX505J/全网通）,/cell_phone/index384655.shtml,8,1
680,努比亚,1,Z7,nubia Z7 Mini（NX507J/双4G）,/cell_phone/index384508.shtml,10,2
680,努比亚,1,Z7,nubia Z7（NX506J/双4G）,/cell_phone/index344937.shtml,9,3
681,努比亚,50,Z7 Max,nubia Z7 Max（NX505J/全网通）,/cell_phone/index384655.shtml,8,1
682,努比亚,68,Z7 Mini,nubia Z7 Mini（NX507J/双4G）,/cell_phone/index384508.shtml,10,1
683,努比亚,21,Z9,nubia Z9 mini（全网通）,/cell_phone/index398619.shtml,5,1
683,努比亚,21,Z9,nubia Z9（经典版/全网通）,/cell_phone/index391967.shtml,5,2
683,努比亚,21,Z9,nubia Z9 Max（全网通）,/cell_phone/index397419.shtml,5,3
683,努比亚,21,Z9,nubia Z9（尊享版/全网通） ,/cell_phone/index400713.shtml,6,4
683,努比亚,21,Z9,nubia Z9 Max（精英版/全网通）,/cell_phone/index1102106.shtml,6,5
683,努比亚,21,Z9,nubia Z9 Max（双4G）,/cell_phone/index400724.shtml,7,6
683,努比亚,21,Z9,nubia Z9（精英版/全网通）,/cell_phone/index400712.shtml,5,7
683,努比亚,21,Z9,nubia Z9 mini （精英版/全网通）,/cell_phone/index1102109.shtml,7,8
683,努比亚,21,Z9,nubia Z9（极速版/电信4G）,/cell_phone/index403296.shtml,7,9
683,努比亚,21,Z9,nubia Z9 Max（青春版/全网通）,/cell_phone/index1136819.shtml,6,10
683,努比亚,21,Z9,nubia Z9 mini （尊享版/全网通）,/cell_phone/index1116453.shtml,7,11
683,努比亚,21,Z9,nubia Z9 Max（极速版/电信4G）,/cell_phone/index404248.shtml,8,12
683,努比亚,21,Z9,nubia Z9（纪念版/双4G）,/cell_phone/index1102026.shtml,7,13
683,努比亚,21,Z9,nubia Z9 Max（电信4G）,/cell_phone/index400725.shtml,7,14
684,努比亚,80,Z9 Max,nubia Z9 Max（全网通）,/cell_phone/index397419.shtml,5,1
684,努比亚,80,Z9 Max,nubia Z9 Max（精英版/全网通）,/cell_phone/index1102106.shtml,6,2
684,努比亚,80,Z9 Max,nubia Z9 Max（双4G）,/cell_phone/index400724.shtml,7,3
684,努比亚,80,Z9 Max,nubia Z9 Max（青春版/全网通）,/cell_phone/index1136819.shtml,6,4
684,努比亚,80,Z9 Max,nubia Z9 Max（极速版/电信4G）,/cell_phone/index404248.shtml,8,5
684,努比亚,80,Z9 Max,nubia Z9 Max（电信4G）,/cell_phone/index400725.shtml,7,6
685,努比亚,126,Z9 mini,nubia Z9 mini（全网通）,/cell_phone/index398619.shtml,5,1
685,努比亚,126,Z9 mini,nubia Z9 mini （精英版/全网通）,/cell_phone/index1102109.shtml,7,2
685,努比亚,126,Z9 mini,nubia Z9 mini （尊享版/全网通）,/cell_phone/index1116453.shtml,7,3
686,努比亚,16,Z9 mini 精英版,nubia Z9 mini （精英版/全网通）,/cell_phone/index1102109.shtml,7,1
497,LG,2,F240S,,,2,0
498,LG,5,F320L,,,2,0
499,LG,1,G Pro Lite Dual,LG G Pro Lite Dual,/cell_phone/index363156.shtml,4,1
500,LG,31,G2,LG Stylus 2（移动4G）,/cell_phone/index1138778.shtml,5,1
500,LG,31,G2,LG Stylus 2 Plus（双4G）,/cell_phone/index1144770.shtml,6,2
500,LG,31,G2,LG Phoenix 2（移动4G）,/cell_phone/index1144662.shtml,5,3
500,LG,31,G2,LG G3（D855/国际版/2GB RAM）,/cell_phone/index368388.shtml,8,4
500,LG,31,G2,LG G2 Lite（D295）,/cell_phone/index391693.shtml,5,5
500,LG,31,G2,LG G2（D802/16GB）,/cell_phone/index359718.shtml,6,6
500,LG,31,G2,LG G2（D802/32GB）,/cell_phone/index341788.shtml,6,7
500,LG,31,G2,LG Optimus G Pro 2,/cell_phone/index368974.shtml,4,8
500,LG,31,G2,LG G2 Mini（D620）,/cell_phone/index367625.shtml,5,9
500,LG,31,G2,LG P999（Optimus G2x）,/cell_phone/index275200.shtml,6,10
500,LG,31,G2,LG P999 Optimus G2x（白色）,/cell_phone/index298851.shtml,7,11
501,LG,1,G2 Mini,LG G2 Mini（D620）,/cell_phone/index367625.shtml,5,1
502,LG,45,G3,LG G Flex 3（移动4G）,/cell_phone/index1145250.shtml,5,1
502,LG,45,G3,LG K3（移动4G）,/cell_phone/index1147241.shtml,5,2
502,LG,45,G3,LG G3 Screen,/cell_phone/index390889.shtml,3,3
502,LG,45,G3,LG Optimus Zone 3 (移动4G),/cell_phone/index1137615.shtml,7,4
502,LG,45,G3,LG Ray（移动3G）,/cell_phone/index1116271.shtml,4,5
502,LG,45,G3,LG L25（联通3G）,/cell_phone/index393276.shtml,5,6
502,LG,45,G3,LG G3（D855/国际版/2GB RAM）,/cell_phone/index368388.shtml,8,7
502,LG,45,G3,LG G3 Cat.6（F460/移动4G）,/cell_phone/index382532.shtml,8,8
502,LG,45,G3,LG G3（D855/国际版/3GB RAM）,/cell_phone/index390885.shtml,7,9
502,LG,45,G3,LG G3 Beat（D729/电信4G）,/cell_phone/index390666.shtml,7,10
502,LG,45,G3,LG G3（D858/移动4G）,/cell_phone/index381334.shtml,6,11
502,LG,45,G3,LG G3国际版（D857/双4G）,/cell_phone/index381388.shtml,7,12
502,LG,45,G3,LG G3（D859/电信4G）,/cell_phone/index381335.shtml,6,13
502,LG,45,G3,LG G3 Beat（D728/移动4G）,/cell_phone/index377801.shtml,7,14
502,LG,45,G3,LG G3 Stylus,/cell_phone/index387147.shtml,3,15
502,LG,45,G3,LG L Bello（联通3G版）,/cell_phone/index386876.shtml,6,16
502,LG,45,G3,LG t320（Wink 3G）,/cell_phone/index251467.shtml,5,17
502,LG,45,G3,LG KF300（3G）,/cell_phone/index204340.shtml,4,18
503,LG,12,G4,LG V20（双4G）,/cell_phone/index1151498.shtml,5,1
503,LG,12,G4,LG Nexus 5X（双4G）,/cell_phone/index380301.shtml,6,2
503,LG,12,G4,LG V10（H968/双4G）,/cell_phone/index1099875.shtml,7,3
503,LG,12,G4,LG G Flex 3（移动4G）,/cell_phone/index1145250.shtml,5,4
503,LG,12,G4,LG G Stylo（移动4G）,/cell_phone/index400150.shtml,4,5
503,LG,12,G4,LG K10（双4G）,/cell_phone/index1136916.shtml,5,6
503,LG,12,G4,LG  X Power（联通4G）,/cell_phone/index1145996.shtml,6,7
503,LG,12,G4,LG X Screen（双4G）,/cell_phone/index1138742.shtml,5,8
503,LG,12,G4,LG Gentle（移动4G）,/cell_phone/index405893.shtml,4,9
503,LG,12,G4,LG K7（移动4G）,/cell_phone/index1110251.shtml,5,10
503,LG,12,G4,LG K8（联通4G）,/cell_phone/index1138709.shtml,5,11
503,LG,12,G4,LG Stylus 2（移动4G）,/cell_phone/index1138778.shtml,5,12
503,LG,12,G4,LG X Cam（移动4G）,/cell_phone/index1138740.shtml,5,13
503,LG,12,G4,LG K4（移动4G）,/cell_phone/index1137758.shtml,4,14
503,LG,12,G4,LG Zero（H740/移动4G）,/cell_phone/index1100654.shtml,6,15
503,LG,12,G4,LG G4 Beat（移动4G）,/cell_phone/index1109547.shtml,4,16
503,LG,12,G4,LG Stylus 2 Plus（双4G）,/cell_phone/index1144770.shtml,6,17
503,LG,12,G4,LG K5（移动4G）,/cell_phone/index1140360.shtml,5,18
503,LG,12,G4,LG  X Style（移动4G）,/cell_phone/index1145997.shtml,6,19
503,LG,12,G4,LG K3（移动4G）,/cell_phone/index1147241.shtml,5,20
503,LG,12,G4,LG X Skin（移动4G）,/cell_phone/index1148839.shtml,5,21
503,LG,12,G4,LG X mach（移动4G）,/cell_phone/index1147244.shtml,5,22
503,LG,12,G4,LG K11（双4G）,/cell_phone/index1145514.shtml,5,23
503,LG,12,G4,LG Optimus Zone 3 (移动4G),/cell_phone/index1137615.shtml,7,24
503,LG,12,G4,LG X5（移动4G）,/cell_phone/index1148834.shtml,5,25
503,LG,12,G4,LG G5 Lite（移动4G）,/cell_phone/index1138684.shtml,5,26
503,LG,12,G4,LG H735（移动4G）,/cell_phone/index402323.shtml,5,27
503,LG,12,G4,LG Lancet（VW820/移动4G）,/cell_phone/index399654.shtml,6,28
503,LG,12,G4,LG band Play（移动4G）,/cell_phone/index403431.shtml,5,29
503,LG,12,G4,LG Phoenix 2（移动4G）,/cell_phone/index1144662.shtml,5,30
503,LG,12,G4,LG K557（移动4G）,/cell_phone/index1148339.shtml,5,31
503,LG,12,G4,LG G3 Cat.6（F460/移动4G）,/cell_phone/index382532.shtml,8,32
503,LG,12,G4,LG MS770（Motion 4G）,/cell_phone/index331243.shtml,5,33
503,LG,12,G4,LG G4（H818/双4G）,/cell_phone/index390378.shtml,5,34
503,LG,12,G4,LG Fx0（移动4G）,/cell_phone/index394018.shtml,5,35
503,LG,12,G4,LG G4（H819/电信4G）,/cell_phone/index401734.shtml,5,36
503,LG,12,G4,LG G4c（联通4G）,/cell_phone/index400838.shtml,4,37
503,LG,12,G4,LG G3 Beat（D729/电信4G）,/cell_phone/index390666.shtml,7,38
503,LG,12,G4,LG G3（D858/移动4G）,/cell_phone/index381334.shtml,6,39
503,LG,12,G4,LG G3国际版（D857/双4G）,/cell_phone/index381388.shtml,7,40
503,LG,12,G4,LG G3（D859/电信4G）,/cell_phone/index381335.shtml,6,41
503,LG,12,G4,LG Optimus G Pro（E985T/移动4G）,/cell_phone/index370015.shtml,8,42
503,LG,12,G4,LG G3 Beat（D728/移动4G）,/cell_phone/index377801.shtml,7,43
503,LG,12,G4,LG Lucid 4G,/cell_phone/index315060.shtml,3,44
503,LG,12,G4,LG MS840（Connect 4G）,/cell_phone/index309221.shtml,5,45
503,LG,12,G4,LG P925（Thrill 4G）,/cell_phone/index271333.shtml,5,46
503,LG,12,G4,LG LS840（Viper 4G LTE）,/cell_phone/index309724.shtml,6,47
503,LG,12,G4,LG Eclypse 4G,/cell_phone/index305825.shtml,3,48
504,LG,6,L22,LG L22,/cell_phone/index378932.shtml,2,1
505,LG,27,Nexus 4,LG Nexus 5X（双4G）,/cell_phone/index380301.shtml,6,1
505,LG,27,Nexus 4,LG Nexus 4（LTE版）,/cell_phone/index352422.shtml,4,2
505,LG,27,Nexus 4,LG E960（Nexus 4/8GB）,/cell_phone/index337466.shtml,6,3
505,LG,27,Nexus 4,LG E960（Nexus 4/16GB）,/cell_phone/index339164.shtml,6,4
506,LG,31,Nexus 5,LG Nexus 5X（双4G）,/cell_phone/index380301.shtml,6,1
506,LG,31,Nexus 5,LG Nexus 5（16GB）,/cell_phone/index345245.shtml,4,2
506,LG,31,Nexus 5,LG Nexus 5（32GB）,/cell_phone/index365091.shtml,4,3
507,LG,8,Optimus G Pro,LG Optimus G Pro（F240K）,/cell_phone/index340802.shtml,6,1
507,LG,8,Optimus G Pro,LG Optimus G Pro 2,/cell_phone/index368974.shtml,4,2
507,LG,8,Optimus G Pro,LG Optimus G Pro（E985T/移动4G）,/cell_phone/index370015.shtml,8,3
508,LG,2,Optimus G Pro 2,LG Optimus G Pro 2,/cell_phone/index368974.shtml,4,1
509,LG,2,Optimus LTE,LG Optimus Vu 2（移动TD-LTE版）,/cell_phone/index347237.shtml,7,1
509,LG,2,Optimus LTE,LG Optimus F7（Optimus LTE III）,/cell_phone/index346852.shtml,5,2
509,LG,2,Optimus LTE,LG F160L（Optimus LTE 2）,/cell_phone/index323818.shtml,6,3
509,LG,2,Optimus LTE,LG Optimus Vu（F100L/LTE版）,/cell_phone/index311759.shtml,7,4
509,LG,2,Optimus LTE,LG LU6200（Optimus LTE）,/cell_phone/index298323.shtml,4,5
509,LG,2,Optimus LTE,LG P936（Optimus True HD LTE）,/cell_phone/index305811.shtml,6,6
509,LG,2,Optimus LTE,LG F120K（Optimus LTE Tag）,/cell_phone/index312631.shtml,6,7
510,LG,2,P880,LG P880（Optimus 4X HD）,/cell_phone/index310329.shtml,6,1
511,LG,6,VS980,,,2,0
942,欧博信,1,IVO 6600,,,2,0
943,欧博信,1,IVO 6655,,,2,0
944,欧博信,3,Q3C,,,2,0
1206,亿通,3,I95,亿通I95（移动4G）,/cell_phone/index395326.shtml,5,1
1207,亿通,6,P2,亿通P2（移动4G）,/cell_phone/index393164.shtml,5,1
1208,亿通,1,P21,,,2,0
1209,亿通,1,P3,亿通P3,/cell_phone/index380854.shtml,2,1
1210,亿通,2,P305,,,2,0
1211,亿通,1,T3,,,2,0
60,联想,12,A2580,联想A2580（电信4G）,/cell_phone/index1100041.shtml,5,1
61,联想,1,A269i,联想A269i（联通版）,/cell_phone/index374719.shtml,4,1
62,联想,14,A2800d,联想A2800d（移动4G）,/cell_phone/index400458.shtml,6,1
63,联想,2,A2860,联想A2860（移动4G）,/cell_phone/index1110172.shtml,5,1
64,联想,1,A298t,联想A298t（移动版）,/cell_phone/index335080.shtml,4,1
65,联想,4,A3000-H,,,2,0
66,联想,2,A318t,联想A318t（移动版）,/cell_phone/index364613.shtml,4,1
67,联想,37,A320t,联想A320T（移动4G）,/cell_phone/index387652.shtml,6,1
68,联想,4,A3300-T,,,2,0
69,联想,2,A330e,联想A330e（电信3G）,/cell_phone/index394318.shtml,6,1
70,联想,2,A338t,联想A338t（移动3G）,/cell_phone/index386823.shtml,6,1
70,联想,2,A338t,联想A338t（移动3G）,/cell_phone/index386823.shtml,6,2
71,联想,5,A355e,联想A355e（电信3G）,/cell_phone/index400775.shtml,6,1
72,联想,1,A356,联想A356,/cell_phone/index346560.shtml,2,1
73,联想,8,A3600d,联想A3600d（联通4G）,/cell_phone/index399459.shtml,6,1
73,联想,8,A3600d,联想A3600d（联通4G）,/cell_phone/index399459.shtml,6,2
74,联想,22,A360t,联想A360T（移动4G）,/cell_phone/index386265.shtml,6,1
75,联想,1,A366t,联想A366t,/cell_phone/index315554.shtml,3,1
76,联想,4,A368t,联想A368T（移动4G）,/cell_phone/index390851.shtml,6,1
77,联想,1,A376,联想A376,/cell_phone/index356912.shtml,2,1
77,联想,1,A376,联想A376,/cell_phone/index356912.shtml,2,2
78,联想,1,A378t,联想A378t（移动版）,/cell_phone/index364608.shtml,4,1
79,联想,45,A3800d,联想A3800d（移动4G）,/cell_phone/index396069.shtml,6,1
80,联想,9,A380t,联想A380t（移动4G）,/cell_phone/index386826.shtml,6,1
81,联想,1,A385e,,,2,0
82,联想,1,A388t,联想A388t（移动3G）,/cell_phone/index371880.shtml,6,1
83,联想,1,A3890,联想A3890（双4G）,/cell_phone/index1115501.shtml,5,1
84,联想,1,A390,联想A390t（移动版）,/cell_phone/index353129.shtml,4,1
84,联想,1,A390,联想A390（联通版）,/cell_phone/index349030.shtml,3,2
85,联想,10,A3900,联想A3900（移动4G）,/cell_phone/index400517.shtml,5,1
85,联想,10,A3900,联想A3900（增强版/移动4G）,/cell_phone/index1145105.shtml,6,2
86,联想,3,A390t,联想A390t（移动版）,/cell_phone/index353129.shtml,4,1
87,联想,1,A398t,联想A398t（移动3G）,/cell_phone/index360868.shtml,6,1
87,联想,1,A398t,联想A398t+（移动版）,/cell_phone/index367733.shtml,5,2
88,联想,3,A398t+,联想A398t+（移动版）,/cell_phone/index367733.shtml,5,1
89,联想,4,A399,联想A399（联通3G）,/cell_phone/index1145110.shtml,5,1
90,联想,1,A516,联想A516（联通3G）,/cell_phone/index361912.shtml,5,1
91,联想,1,A560,联想A560,/cell_phone/index379609.shtml,2,1
91,联想,1,A560,联想A560e,/cell_phone/index319829.shtml,3,2
92,联想,21,A5800-D,联想A5800-D（移动4G）,/cell_phone/index394265.shtml,6,1
93,联想,5,A628t,,,2,0
94,联想,3,A630t,联想A630t（移动版）,/cell_phone/index345949.shtml,4,1
95,联想,1,A658t,联想A658t（移动版）,/cell_phone/index357863.shtml,4,1
96,联想,6,A670t,联想A670t（移动3G）,/cell_phone/index354798.shtml,6,1
97,联想,7,A678t,联想A678t（移动3G）,/cell_phone/index364605.shtml,6,1
98,联想,3,A680,联想A680（联通版）,/cell_phone/index368850.shtml,3,1
99,联想,3,A6800,,,2,0
100,联想,4,A688t,联想A688T（移动4G）,/cell_phone/index387066.shtml,6,1
101,联想,3,A706,联想A706,/cell_phone/index351213.shtml,2,1
102,联想,24,A708t,联想A708t,/cell_phone/index369457.shtml,3,1
103,联想,2,A750,联想A750e（电信版）,/cell_phone/index358616.shtml,4,1
103,联想,2,A750,联想A750,/cell_phone/index308779.shtml,2,2
104,联想,1,A760,联想A760t（移动版）,/cell_phone/index355564.shtml,4,1
104,联想,1,A760,联想A760（联通版）,/cell_phone/index350641.shtml,3,2
105,联想,2,A766,联想A766（联通版）,/cell_phone/index361009.shtml,3,1
106,联想,4,A768t,联想A768t（移动4G）,/cell_phone/index386211.shtml,6,1
107,联想,2,A770e,联想A770e（电信版）,/cell_phone/index359928.shtml,4,1
107,联想,2,A770e,联想A770e（电信版）,/cell_phone/index359928.shtml,4,2
108,联想,1,A785e,联想A785e（电信版）,/cell_phone/index381584.shtml,4,1
109,联想,67,A788t,联想A788t（移动4G）,/cell_phone/index372066.shtml,6,1
110,联想,3,A789,联想A789,/cell_phone/index327598.shtml,2,1
111,联想,3,A798t,联想A798t（移动版）,/cell_phone/index336347.shtml,4,1
112,联想,9,A8-50,,,2,0
113,联想,8,A805e,,,2,0
114,联想,13,A820,联想A820t（移动版）,/cell_phone/index346410.shtml,4,1
114,联想,13,A820,联想A820（联通版）,/cell_phone/index346409.shtml,3,2
114,联想,13,A820,联想A820e（电信版）,/cell_phone/index353127.shtml,4,3
115,联想,5,A820e,联想A820e（电信版）,/cell_phone/index353127.shtml,4,1
116,联想,30,A820t,联想A820t（移动版）,/cell_phone/index346410.shtml,4,1
117,联想,5,A828t,联想A828t（移动3G）,/cell_phone/index367735.shtml,6,1
118,联想,5,A830,联想A830（联通版）,/cell_phone/index350638.shtml,3,1
119,联想,26,A850,联想A850（联通版）,/cell_phone/index358062.shtml,3,1
119,联想,26,A850,联想A850+（联通版）,/cell_phone/index374600.shtml,4,2
119,联想,26,A850,联想A850i（联通版）,/cell_phone/index382089.shtml,4,3
120,联想,9,A850+,联想A850+（联通版）,/cell_phone/index374600.shtml,4,1
121,联想,15,A858t,联想A858t（移动4G）,/cell_phone/index392809.shtml,6,1
122,联想,1,A860e,联想A860e（电信版）,/cell_phone/index365942.shtml,4,1
123,联想,18,A880,联想A880（联通3G）,/cell_phone/index368947.shtml,5,1
124,联想,2,A889,联想A889（联通版）,/cell_phone/index374118.shtml,3,1
125,联想,12,A890e,联想A890e（电信版）,/cell_phone/index378176.shtml,4,1
126,联想,74,联想黄金斗士S8,联想黄金斗士S8（S898t+/加持版）,/cell_phone/index374814.shtml,7,1
126,联想,74,联想黄金斗士S8,联想黄金斗士S8（A7600-m/移动4G）,/cell_phone/index396596.shtml,9,2
126,联想,74,联想黄金斗士S8,联想黄金斗士S8畅玩（A5860/移动4G）,/cell_phone/index402218.shtml,9,3
126,联想,74,联想黄金斗士S8,联想黄金斗士S8（A7600/双4G）,/cell_phone/index399346.shtml,8,4
126,联想,74,联想黄金斗士S8,联想黄金斗士S8畅玩（A5500/电信4G）,/cell_phone/index402221.shtml,9,5
126,联想,74,联想黄金斗士S8,联想黄金斗士S8畅玩（A5860/增强版/移动4G）,/cell_phone/index404146.shtml,10,6
126,联想,74,联想黄金斗士S8,联想黄金斗士S8畅玩（A5860/增强版/移动4G）,/cell_phone/index404146.shtml,10,7
126,联想,74,联想黄金斗士S8,联想黄金斗士S8（S898t/标准版）,/cell_phone/index374813.shtml,6,8
127,联想,2,联想VIBE X2,联想VIBE X2（X2-TO/移动4G）,/cell_phone/index387281.shtml,7,1
127,联想,2,联想VIBE X2,联想VIBE X2 Pro（双4G）,/cell_phone/index394502.shtml,7,2
127,联想,2,联想VIBE X2,联想VIBE X2（X2-CU/联通4G）,/cell_phone/index387278.shtml,7,3
128,联想,1,设备品类为：平板,,,2,0
129,联想,140,黄金斗士A8,联想黄金斗士A8（A808T/移动4G）,/cell_phone/index384343.shtml,8,1
129,联想,140,黄金斗士A8,联想黄金斗士S8（A7600-m/移动4G）,/cell_phone/index396596.shtml,9,2
129,联想,140,黄金斗士A8,联想黄金斗士Note8（A938t/增强版/移动4G）,/cell_phone/index392887.shtml,10,3
129,联想,140,黄金斗士A8,联想黄金斗士Note8（A936/增强版/联通4G）,/cell_phone/index392889.shtml,9,4
129,联想,140,黄金斗士A8,联想黄金斗士S8畅玩（A5860/移动4G）,/cell_phone/index402218.shtml,9,5
