东芝AT7-BT01G（香槟银）,/tablepc/index392311.shtml
科美视Kpad750,/tablepc/index302200.shtml
神行者PD10联通3G版（8GB）,/mid/index329316.shtml
SOSOON X18（极速四核II）,/tablepc/index359469.shtml
SOSOON X8（至尊版）,/tablepc/index359477.shtml
SOSOON X80（极速四核II）,/tablepc/index359479.shtml
SOSOON X8（双核至尊版）,/tablepc/index359488.shtml
SOSOON X5（精英双核）,/tablepc/index359489.shtml
SOSOON X10（风尚版II）,/tablepc/index359503.shtml
SOSOON X8（精英版II）,/tablepc/index359506.shtml
TG Super8 N1,/tablepc/index359684.shtml
华硕Transformer Pad Infinity TF700T（32GB）,/tablepc/index359702.shtml
KUPA X11 菁英版（64GB）,/tablepc/index305455.shtml
KUPA X11 基本版（32GB）,/tablepc/index305456.shtml
台电T58,/mid/index213013.shtml
世酷Mini700,/mid/index303160.shtml
华硕Transformer Pad TF502T,/tablepc/index363029.shtml
VOYO X6（3G版）,/tablepc/index363165.shtml
中恒i-880,/mid/index333018.shtml
台电P85a（8GB）,/mid/index333093.shtml
爱可视Archos 70（250GB）,/mid/index273230.shtml
美迪欧M9（8GB）,/tablepc/index273272.shtml
万利达Zpad T5（16GB）,/tablepc/index313004.shtml
万利达Zpad T5（32GB）,/tablepc/index313005.shtml
欧达风P550T,/tablepc/index342981.shtml
索立信S8（至尊版）,/mid/index343045.shtml
优派Pad VB730,/tablepc/index283313.shtml
itoos i7 pro（8GB）,/mid/index283354.shtml
GreatWay A11,/tablepc/index253504.shtml
GreatWay K89,/tablepc/index253506.shtml
中兴V9（3G/WCDMA版）,/mid/index282435.shtml
奥可视N17（4GB）,/mid/index282560.shtml
奥可视X90（4GB）WiFi版,/mid/index282568.shtml
奥可视X80（4GB）WiFi版,/mid/index282570.shtml
华硕Eee Pad Slider EP102,/tablepc/index282572.shtml
科特K-10A,/tablepc/index282608.shtml
科特K-10E,/tablepc/index282612.shtml
科特K-7A,/tablepc/index282616.shtml
科特K-7E,/tablepc/index282625.shtml
原道N20,/mid/index282675.shtml
原道N15i,/mid/index282687.shtml
华硕Eee Pad TF102,/tablepc/index282800.shtml
万利达Zpad T100（8GB）,/tablepc/index313221.shtml
万利达Zpad T100（16GB）,/tablepc/index313223.shtml
Wbin iexpect（3G领先版）,/tablepc/index343313.shtml
三星YP-GS1,/tablepc/index313792.shtml
优派Pad VB734 Pro,/tablepc/index309624.shtml
纽曼F76双核,/tablepc/index369517.shtml
纽曼F8四核,/tablepc/index369574.shtml
智器X7,/mid/index339595.shtml
神行者PD80尚品版（16GB）,/mid/index339669.shtml
原道N12导航版,/mid/index309563.shtml
艾诺NOVO7传奇,/mid/index339443.shtml
纽曼T8（8GB）,/mid/index339551.shtml
联想乐Pad S2010A（16GB/WIFI版）日光橙,/tablepc/index339558.shtml
联想乐Pad S2010A（16GB/WIFI版）午夜黑,/tablepc/index339561.shtml
联想乐Pad S2007A（16GB/WIFI版）午夜黑,/tablepc/index339566.shtml
爱可视Archos 9 CEO,/mid/index279714.shtml
世酷X10,/mid/index279813.shtml
虹PAD H7R,/tablepc/index308595.shtml
品铂S2（16GB）,/mid/index338586.shtml
优派ViewPad 97i Pro（WiFi版）,/tablepc/index338642.shtml
六虹N7（8GB）,/mid/index338662.shtml
速锐East9（16GB）,/mid/index338693.shtml
华硕Eee Pad Transformer Prime 7.0（16GB）,/tablepc/index309224.shtml
华硕Eee Pad Transformer Prime 7.0（64GB）,/tablepc/index309226.shtml
富士莱F788,/tablepc/index309229.shtml
汉王TouchPad D10,/tablepc/index309351.shtml
Acer Iconia B1-720,/tablepc/index369103.shtml
驰为V19双核,/mid/index339187.shtml
智聚嘉M7K4C,/mid/index339233.shtml
富士莱F979 精英版,/tablepc/index279471.shtml
富士莱F979 时尚版（3G版）,/tablepc/index279474.shtml
富士莱F979 时尚版,/tablepc/index279475.shtml
纽曼微薄A1（16GB）,/mid/index309084.shtml
酷比魔方U15GT2,/mid/index309164.shtml
酷比魔方U9GT普及版（8GB）,/mid/index309174.shtml
品铂U8T四核,/tablepc/index368919.shtml
速锐Fast7（16GB）,/mid/index338979.shtml
品铂M3/WIFI版,/mid/index339012.shtml
影乐M617,/tablepc/index279392.shtml
现代S900,/mid/index308394.shtml
爱可视Archos 70b IT,/mid/index308412.shtml
华硕Eee Pad TF201（旗舰版/64GB）,/tablepc/index308434.shtml
科特K-7H,/tablepc/index308438.shtml
科特K-7T,/tablepc/index308447.shtml
虹PAD H7（3G）,/tablepc/index308464.shtml
虹PAD H97W,/tablepc/index308467.shtml
原道N101双擎2（32GB）,/mid/index338556.shtml
锡恩帝V3000,/tablepc/index278820.shtml
纽曼K7（16GB）,/mid/index308832.shtml
纽曼NP711（32GB）,/mid/index308837.shtml
SMP MH1000（16GB）,/tablepc/index308942.shtml
SMP MH1000（8GB）,/tablepc/index308944.shtml
